투자사명,투자단계
위벤처스,2
위벤처스,3
신한캐피탈,3
신한캐피탈,3
쿨리지코너인베스트먼트,3
쿨리지코너인베스트먼트,3
플래티넘기술투자,1
플래티넘기술투자,2
플래티넘기술투자,3
코리아오메가투자금융,3
코리아오메가투자금융,3
위벤처스,5
위벤처스,5
베이스인베스트먼트,2
베이스인베스트먼트,3
베이스인베스트먼트,5
케이비인베스트먼트,5
케이비인베스트먼트,5
에이티넘인베스트먼트,3
에이티넘인베스트먼트,5
에이티넘인베스트먼트,5
신한벤처투자,5
신한벤처투자,5
위벤처스,3
위벤처스,3
스트롱벤처스,2
스트롱벤처스,3
스트롱벤처스,3
더벤처스,3
더벤처스,1
케이비인베스트먼트,3
케이비인베스트먼트,3
위벤처스,6
위벤처스,6
인터베스트,3
인터베스트,6
에이치비인베스트먼트,6
에이치비인베스트먼트,6
컴퍼니케이파트너스,3
컴퍼니케이파트너스,5
컴퍼니케이파트너스,6
코오롱인베스트먼트,5
코오롱인베스트먼트,6
엔에이치투자증권,5
엔에이치투자증권,6
위벤처스,5
위벤처스,2
티비티,2
티비티,5
티비티,5
나이스투자파트너스,5
나이스투자파트너스,5
하나금융지주,5
하나금융지주,5
한국산업은행,5
한국산업은행,5
현대자동차,5
현대자동차,5
유티씨인베스트먼트,5
유티씨인베스트먼트,5
어니스트벤처스,5
어니스트벤처스,2
케이앤투자파트너스,5
케이앤투자파트너스,5
에스케이에스프라이빗에쿼티,5
에스케이에스프라이빗에쿼티,5
위벤처스,3
위벤처스,3
한국투자파트너스,3
한국투자파트너스,3
크릿벤처스,3
크릿벤처스,3
대경인베스트먼트,3
대경인베스트먼트,3
위벤처스,2
위벤처스,2
대교인베스트먼트,2
대교인베스트먼트,2
위벤처스,6
위벤처스,3
아이비케이기업은행,5
아이비케이기업은행,6
한국투자파트너스,6
한국투자파트너스,6
파트너스인베스트먼트,6
파트너스인베스트먼트,6
신한투자증권,6
신한투자증권,3
한국산업은행,6
한국산업은행,5
한국산업은행,6
컴퍼니케이파트너스,6
컴퍼니케이파트너스,6
에이티넘인베스트먼트,6
에이티넘인베스트먼트,6
에이티넘인베스트먼트,5
스틱벤처스,6
스틱벤처스,6
유안타인베스트먼트,6
유안타인베스트먼트,6
대신증권,6
대신증권,6
대신증권,5
위벤처스,6
위벤처스,6
티비티,5
티비티,6
티비티,6
스트롱벤처스,2
스트롱벤처스,5
스트롱벤처스,6
스트롱벤처스,6
프라이머,6
프라이머,1
아이엠엠인베스트먼트,6
아이엠엠인베스트먼트,5
아이엠엠인베스트먼트,3
아이엠엠인베스트먼트,6
본엔젤스벤처파트너스,1
본엔젤스벤처파트너스,6
한국산업은행,6
한국산업은행,6
에이티넘인베스트먼트,6
에이티넘인베스트먼트,6
에이티넘인베스트먼트,5
와이컴비네이터,6
와이컴비네이터,5
와이컴비네이터,2
아이디벤처스,6
아이디벤처스,5
아이디벤처스,3
위벤처스,2
위벤처스,2
디에이밸류인베스트먼트,2
디에이밸류인베스트먼트,2
위벤처스,2
위벤처스,2
케이비인베스트먼트,2
케이비인베스트먼트,2
은행권청년창업재단,2
은행권청년창업재단,2
위벤처스,3
위벤처스,3
어센도벤처스,3
어센도벤처스,3
라구나인베스트먼트,2
라구나인베스트먼트,3
라구나인베스트먼트,3
유니온투자파트너스,2
유니온투자파트너스,3
유니온투자파트너스,3
위벤처스,5
위벤처스,5
퓨처플레이,5
퓨처플레이,5
이에스인베스터,5
이에스인베스터,3
이에스인베스터,5
인라이트벤처스,5
인라이트벤처스,2
라이트하우스컴바인인베스트,5
라이트하우스컴바인인베스트,3
키움인베스트먼트,5
키움인베스트먼트,5
현대기술투자,5
현대기술투자,3
현대기술투자,5
보광인베스트먼트,5
보광인베스트먼트,2
보광인베스트먼트,3
케이티인베스트먼트,5
케이티인베스트먼트,5
케이티인베스트먼트,3
유티씨인베스트먼트,3
유티씨인베스트먼트,5
시그나이트파트너스,5
시그나이트파트너스,5
서울투자파트너스,5
서울투자파트너스,3
위벤처스,3
위벤처스,3
마그나인베스트먼트,3
마그나인베스트먼트,3
위벤처스,5
위벤처스,5
씨제이인베스트먼트,5
씨제이인베스트먼트,5
아이비케이기업은행,5
아이비케이기업은행,5
케이비인베스트먼트,5
케이비인베스트먼트,5
케이비인베스트먼트,3
스프링캠프,5
스프링캠프,2
에스엘인베스트먼트,5
에스엘인베스트먼트,5
에스엘인베스트먼트,3
마젤란기술투자,1
마젤란기술투자,5
마젤란기술투자,1
케이브릿지인베스트먼트,2
케이브릿지인베스트먼트,5
캡스톤파트너스,3
캡스톤파트너스,5
위벤처스,5
위벤처스,3
미래에셋벤처투자,3
미래에셋벤처투자,5
엔비에이치캐피탈,5
엔비에이치캐피탈,5
비엔케이벤처투자,5
비엔케이벤처투자,3
비엔케이벤처투자,1
컴퍼니케이파트너스,3
컴퍼니케이파트너스,5
위벤처스,3
위벤처스,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,2
미래에셋캐피탈,3
미래에셋캐피탈,3
신한벤처투자,3
신한벤처투자,3
카카오인베스트먼트,3
카카오인베스트먼트,2
위벤처스,5
위벤처스,3
위벤처스,5
스톤브릿지벤처스,5
스톤브릿지벤처스,3
스톤브릿지벤처스,5
유니온투자파트너스,5
유니온투자파트너스,5
컴퍼니케이파트너스,5
컴퍼니케이파트너스,5
우리은행,1
우리은행,5
우리은행,5
코리아에셋투자증권,5
코리아에셋투자증권,5
코리아에셋투자증권,5
퀀텀벤처스코리아,5
퀀텀벤처스코리아,3
알바트로스인베스트먼트,3
알바트로스인베스트먼트,5
위벤처스,2
위벤처스,2
스트롱벤처스,1
스트롱벤처스,2
스트롱벤처스,2
프라이머,2
프라이머,1
위벤처스,3
위벤처스,3
스트롱벤처스,3
스트롱벤처스,3
위벤처스,1
위벤처스,1
케이비인베스트먼트,1
케이비인베스트먼트,1
신용보증기금,1
신용보증기금,1
프라이머사제파트너스,1
프라이머사제파트너스,1
위벤처스,3
위벤처스,3
아이비케이기업은행,3
아이비케이기업은행,3
인터베스트,3
인터베스트,3
아이디벤처스,3
아이디벤처스,3
위벤처스,3
위벤처스,5
엘앤에스벤처캐피털,5
엘앤에스벤처캐피털,3
엘비인베스트먼트,5
엘비인베스트먼트,5
케이투인베스트먼트파트너스,5
케이투인베스트먼트파트너스,3
퀀텀벤처스코리아,5
퀀텀벤처스코리아,3
위벤처스,2
위벤처스,2
위벤처스,2
위벤처스,2
위벤처스,5
위벤처스,5
아이엠엠인베스트먼트,5
아이엠엠인베스트먼트,5
하나금융지주,5
하나금융지주,5
라구나인베스트먼트,5
라구나인베스트먼트,5
디에스씨인베스트먼트,5
디에스씨인베스트먼트,5
티비티,6
티비티,6
티비티,6
티비티,6
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,6
디쓰리쥬빌리파트너스,6
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,6
디쓰리쥬빌리파트너스,6
스파크랩,1
스파크랩,6
스파크랩,1
스파크랩,6
매쉬업엔젤스,1
매쉬업엔젤스,6
매쉬업엔젤스,1
매쉬업엔젤스,6
스톤브릿지벤처스,5
스톤브릿지벤처스,6
스톤브릿지벤처스,6
스톤브릿지벤처스,5
스톤브릿지벤처스,6
스톤브릿지벤처스,6
파트너스인베스트먼트,6
파트너스인베스트먼트,6
파트너스인베스트먼트,6
파트너스인베스트먼트,6
부산지역대학연합기술지주,3
부산지역대학연합기술지주,6
부산지역대학연합기술지주,3
부산지역대학연합기술지주,6
엘앤에스벤처캐피털,6
엘앤에스벤처캐피털,3
엘앤에스벤처캐피털,6
엘앤에스벤처캐피털,3
레오파트너스인베스트먼트,5
레오파트너스인베스트먼트,6
레오파트너스인베스트먼트,5
레오파트너스인베스트먼트,6
티비티,3
티비티,3
타임폴리오자산운용,3
타임폴리오자산운용,3
비엔에이치인베스트먼트,3
비엔에이치인베스트먼트,3
티비티,2
티비티,3
엘앤에스벤처캐피털,3
엘앤에스벤처캐피털,2
시그나이트파트너스,2
시그나이트파트너스,3
티비티,2
티비티,2
프라이머,1
프라이머,2
티비티,2
티비티,2
스트롱벤처스,2
스트롱벤처스,2
프라이머,1
프라이머,2
프라이머,2
티비티,3
티비티,5
티비티,5
본엔젤스벤처파트너스,1
본엔젤스벤처파트너스,5
본엔젤스벤처파트너스,5
티비티,5
티비티,3
스트롱벤처스,1
스트롱벤처스,1
스트롱벤처스,5
프라이머,1
프라이머,1
프라이머,5
미래에셋벤처투자,5
미래에셋벤처투자,3
미래에셋캐피탈,5
미래에셋캐피탈,5
지에스리테일,3
지에스리테일,5
소프트뱅크벤처스,5
소프트뱅크벤처스,3
소프트뱅크벤처스,2
에이티넘인베스트먼트,5
에이티넘인베스트먼트,3
시그나이트파트너스,5
시그나이트파트너스,5
코로프라넥스트,5
코로프라넥스트,5
티비티,3
티비티,3
스파크랩,1
스파크랩,3
스파크랩,3
신용보증기금,3
신용보증기금,3
캡스톤파트너스,3
캡스톤파트너스,3
캡스톤파트너스,3
티비티,3
티비티,3
스프링캠프,1
스프링캠프,3
스프링캠프,3
피앤아이인베스트먼트,3
피앤아이인베스트먼트,3
티비티,3
티비티,3
아이비케이기업은행,3
아이비케이기업은행,3
킹슬리벤처스,1
킹슬리벤처스,3
인라이트벤처스,1
인라이트벤처스,3
대덕벤처파트너스,3
대덕벤처파트너스,3
유진증권,3
유진증권,3
카이트창업가재단,3
카이트창업가재단,3
포스코기술투자,3
포스코기술투자,3
티비티,3
티비티,5
스파크랩,5
스파크랩,1
한국벤처투자,5
스프링캠프,3
스프링캠프,5
삼성벤처투자,5
삼성벤처투자,5
유진증권,5
유진증권,5
한국산업은행,3
한국산업은행,5
비엔케이벤처투자,3
비엔케이벤처투자,5
비엔케이벤처투자,5
티비티,5
티비티,6
티비티,3
스파크랩,3
스파크랩,6
기술보증기금,6
기술보증기금,2
신한캐피탈,6
신한캐피탈,3
티인베스트먼트,6
티인베스트먼트,6
알토스벤처스,6
알토스벤처스,6
알토스벤처스,5
알토스벤처스,3
미래에셋캐피탈,5
미래에셋캐피탈,6
한국산업은행,6
한국산업은행,5
포스코기술투자,6
포스코기술투자,6
스틱벤처스,6
스틱벤처스,6
스틱벤처스,6
나우아이비캐피탈,6
나우아이비캐피탈,5
아이디벤처스,6
아이디벤처스,5
티비티,6
티비티,6
이에스인베스터,5
이에스인베스터,6
더벤처스,1
더벤처스,6
매쉬업엔젤스,6
매쉬업엔젤스,1
어센도벤처스,6
어센도벤처스,6
소프트뱅크벤처스,6
소프트뱅크벤처스,3
소프트뱅크벤처스,5
한국산업은행,6
한국산업은행,6
에스브이인베스트먼트,6
에스브이인베스트먼트,6
캡스톤파트너스,5
캡스톤파트너스,6
티비티,5
티비티,5
해시드,3
해시드,5
해시드,5
케이비인베스트먼트,5
케이비인베스트먼트,5
더인벤션랩,1
더인벤션랩,5
티비티,3
티비티,1
티비티,3
미래에셋벤처투자,1
미래에셋벤처투자,3
디티앤인베스트먼트,3
디티앤인베스트먼트,3
에스브이인베스트먼트,1
에스브이인베스트먼트,3
에스브이인베스트먼트,3
티비티,3
티비티,2
마그나인베스트먼트,3
마그나인베스트먼트,3
한국투자파트너스,3
한국투자파트너스,3
삼성벤처투자,3
삼성벤처투자,3
휴맥스,2
휴맥스,3
휴맥스,3
티비티,3
티비티,3
삼성벤처투자,3
삼성벤처투자,3
유니온투자파트너스,3
유니온투자파트너스,3
티비티,3
티비티,3
스톤브릿지벤처스,3
스톤브릿지벤처스,3
소프트뱅크벤처스,3
소프트뱅크벤처스,3
컴퍼니케이파트너스,3
컴퍼니케이파트너스,3
프리미어파트너스,3
프리미어파트너스,3
티비티,3
티비티,3
티비티,2
아이엠엠인베스트먼트,3
아이엠엠인베스트먼트,3
한국산업은행,3
한국산업은행,3
티비티,3
티비티,3
에스비아이인베스트먼트,3
에스비아이인베스트먼트,3
티비티,2
티비티,2
한국벤처투자,1
한국벤처투자,2
에이치비인베스트먼트,2
에이치비인베스트먼트,2
티비티,2
티비티,3
티비티,5
카카오인베스트먼트,5
카카오인베스트먼트,2
카카오인베스트먼트,3
티비티,3
티비티,3
티비티,3
티비티,1
쿼드자산운용,3
쿼드자산운용,3
500글로벌,1
500글로벌,1
스트롱벤처스,1
스트롱벤처스,1
500글로벌,1
500글로벌,1
500글로벌,1
500글로벌,2
지에스리테일,2
500글로벌,2
500글로벌,2
500글로벌,1
500글로벌,3
500글로벌,3
500글로벌,2
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,2
해시드,3
해시드,3
500글로벌,1
500글로벌,5
아이엠엠인베스트먼트,5
아이엠엠인베스트먼트,5
스마일게이트인베스트먼트,5
스마일게이트인베스트먼트,5
제이비인베스트먼트,5
제이비인베스트먼트,5
베이스인베스트먼트,3
베이스인베스트먼트,5
슈미트,3
슈미트,5
슈미트,5
이에스인베스터,3
이에스인베스터,5
패스파인더에이치,5
패스파인더에이치,5
우미건설,5
우미건설,5
패스트인베스트먼트,3
패스트인베스트먼트,5
브리즈인베스트먼트,5
브리즈인베스트먼트,5
500글로벌,3
500글로벌,3
500글로벌,6
아이엠엠인베스트먼트,6
아이엠엠인베스트먼트,5
이에스인베스터,3
이에스인베스터,6
매쉬업엔젤스,1
매쉬업엔젤스,6
인터베스트,6
인터베스트,6
신한캐피탈,6
신한캐피탈,5
나이스투자파트너스,6
나이스투자파트너스,6
삼성벤처투자,5
삼성벤처투자,5
삼성벤처투자,6
스톤브릿지벤처스,6
스톤브릿지벤처스,5
디에스자산운용,5
디에스자산운용,6
한국산업은행,6
한국산업은행,6
에스비아이인베스트먼트,5
에스비아이인베스트먼트,6
원익투자파트너스,5
원익투자파트너스,6
카카오인베스트먼트,6
카카오인베스트먼트,6
500글로벌,2
500글로벌,2
스트롱벤처스,2
스트롱벤처스,2
스트롱벤처스,2
프라이머,2
프라이머,1
프라이머,2
프라이머,2
500글로벌,3
500글로벌,5
퓨처플레이,3
퓨처플레이,5
인터베스트,5
인터베스트,5
인터베스트,5
미래에셋벤처투자,5
미래에셋벤처투자,5
소풍벤처스,5
소풍벤처스,5
디에스씨인베스트먼트,5
디에스씨인베스트먼트,5
디에스씨인베스트먼트,5
옐로우독,5
옐로우독,5
프리미어파트너스,5
프리미어파트너스,5
캡스톤파트너스,5
캡스톤파트너스,5
캡스톤파트너스,3
500글로벌,1
500글로벌,2
500글로벌,5
500글로벌,5
스트롱벤처스,2
스트롱벤처스,3
스트롱벤처스,5
퓨처플레이,2
퓨처플레이,1
퓨처플레이,5
제이비인베스트먼트,3
제이비인베스트먼트,5
매쉬업엔젤스,1
매쉬업엔젤스,5
인터베스트,3
인터베스트,5
은행권청년창업재단,5
은행권청년창업재단,2
우리은행,3
우리은행,5
500글로벌,6
500글로벌,3
500글로벌,6
본엔젤스벤처파트너스,1
본엔젤스벤처파트너스,6
미래에셋벤처투자,6
미래에셋벤처투자,3
한국산업은행,6
한국산업은행,5
비에이파트너스,5
비에이파트너스,6
포스코기술투자,6
포스코기술투자,3
텍톤벤처스,6
텍톤벤처스,5
텍톤벤처스,3
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,5
마그나인베스트먼트,5
마그나인베스트먼트,5
마그나인베스트먼트,5
나이스투자파트너스,5
나이스투자파트너스,5
미래에셋벤처투자,5
미래에셋벤처투자,5
대교인베스트먼트,5
대교인베스트먼트,5
대교인베스트먼트,5
디티앤인베스트먼트,5
디티앤인베스트먼트,5
코리아에셋투자증권,5
코리아에셋투자증권,5
서울투자파트너스,5
서울투자파트너스,5
서울투자파트너스,5
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,3
인터베스트,3
인터베스트,3
비전크리에이터,3
비전크리에이터,3
디쓰리쥬빌리파트너스,2
디쓰리쥬빌리파트너스,2
케이비인베스트먼트,2
케이비인베스트먼트,2
끌림벤처스,1
끌림벤처스,2
끌림벤처스,2
디에스씨인베스트먼트,2
디에스씨인베스트먼트,2
디쓰리쥬빌리파트너스,1
디쓰리쥬빌리파트너스,2
프라이머,1
프라이머,2
빅뱅엔젤스,2
빅뱅엔젤스,1
에이치지이니셔티브,1
에이치지이니셔티브,2
디쓰리쥬빌리파트너스,1
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,6
스마일게이트인베스트먼트,6
스마일게이트인베스트먼트,6
스마일게이트인베스트먼트,5
한국벤처투자,6
스프링캠프,5
스프링캠프,6
쿨리지코너인베스트먼트,6
쿨리지코너인베스트먼트,6
쿨리지코너인베스트먼트,2
쿨리지코너인베스트먼트,5
디에스자산운용,6
디에스자산운용,6
디에스자산운용,5
대교인베스트먼트,3
대교인베스트먼트,6
대교인베스트먼트,5
에이티넘인베스트먼트,6
에이티넘인베스트먼트,6
디에스씨인베스트먼트,3
디에스씨인베스트먼트,5
디에스씨인베스트먼트,6
디에스씨인베스트먼트,6
신한대체투자운용,5
신한대체투자운용,6
프리미어파트너스,6
프리미어파트너스,6
프리미어파트너스,5
지앤텍벤처투자,5
지앤텍벤처투자,6
디쓰리쥬빌리파트너스,5
디지털헬스케어파트너스,1
마그나인베스트먼트,6
마그나인베스트먼트,5
신한캐피탈,5
더웰스인베스트먼트,5
더웰스인베스트먼트,3
더웰스인베스트먼트,6
한국산업은행,5
한국산업은행,3
대교인베스트먼트,5
에이벤처스,5
에이벤처스,6
유안타인베스트먼트,6
유안타인베스트먼트,5
한국투자증권,6
카카오인베스트먼트,6
엔베스터,5
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,3
한국산업은행,5
한국산업은행,5
에스케이,5
에스케이,5
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,5
디쓰리쥬빌리파트너스,5
마그나인베스트먼트,5
마그나인베스트먼트,5
나이스투자파트너스,5
나이스투자파트너스,5
나이스투자파트너스,5
하나금융지주,3
하나금융지주,5
동문파트너즈,2
동문파트너즈,5
우리은행,5
우리은행,5
에스제이투자파트너스,5
에스제이투자파트너스,5
케이브릿지인베스트먼트,5
케이브릿지인베스트먼트,5
티에스인베스트먼트,5
티에스인베스트먼트,5
야놀자,3
야놀자,5
야놀자,5
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,3
스마일게이트인베스트먼트,3
스마일게이트인베스트먼트,2
한국벤처투자,3
한국벤처투자,2
한국벤처투자,1
삼성벤처투자,3
삼성벤처투자,3
에이아이엔젤클럽,3
에이아이엔젤클럽,3
에이아이엔젤클럽,1
에이아이엔젤클럽,2
아이디벤처스,3
아이디벤처스,3
원익투자파트너스,3
원익투자파트너스,3
원익투자파트너스,2
다래전략사업화센터,2
다래전략사업화센터,3
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,3
스마일게이트인베스트먼트,3
스마일게이트인베스트먼트,3
미래에셋벤처투자,3
미래에셋벤처투자,3
우리벤처파트너스,3
우리벤처파트너스,3
디쓰리쥬빌리파트너스,6
디쓰리쥬빌리파트너스,6
신한투자증권,6
신한투자증권,6
에스제이투자파트너스,5
에스제이투자파트너스,6
신한벤처투자,5
신한벤처투자,6
어니스트벤처스,6
어니스트벤처스,6
대신증권,6
대신증권,6
디쓰리쥬빌리파트너스,3
디쓰리쥬빌리파트너스,5
퓨처플레이,5
퓨처플레이,1
에스케이,5
에스케이,5
크립톤,1
크립톤,5
비엔케이투자증권,1
비엔케이투자증권,1
스파크랩,1
스파크랩,3
신용보증기금,3
신용보증기금,3
현대기술투자,2
현대기술투자,3
인터밸류파트너스,3
인터밸류파트너스,3
아이디벤처스,3
아이디벤처스,3
기술보증기금,1
기술보증기금,1
신용보증기금,2
신용보증기금,2
해시드,2
해시드,5
해시드,3
굿워터캐피털,5
굿워터캐피털,5
스마일게이트인베스트먼트,5
스마일게이트인베스트먼트,5
포항공과대학교기술지주,1
포항공과대학교기술지주,5
김기사랩,1
김기사랩,5
미래에셋캐피탈,5
미래에셋캐피탈,3
소프트뱅크벤처스,3
소프트뱅크벤처스,5
해시드,1
스트롱벤처스,1
매쉬업엔젤스,1
포항공과대학교기술지주,1
해시드,3
해시드,3
디지털헬스케어파트너스,1
디지털헬스케어파트너스,3
디지털헬스케어파트너스,3
디지털헬스케어파트너스,2
퓨처플레이,1
퓨처플레이,3
스마일게이트인베스트먼트,3
스마일게이트인베스트먼트,2
스마일게이트인베스트먼트,3
해시드,5
해시드,5
해시드,3
스마일게이트인베스트먼트,5
스마일게이트인베스트먼트,5
씨엔티테크,1
씨엔티테크,5
프라이머사제파트너스,1
프라이머사제파트너스,5
프라이머사제파트너스,3
휴맥스,3
휴맥스,5
휴맥스,5
벤처스퀘어,1
벤처스퀘어,5
패스트인베스트먼트,1
패스트인베스트먼트,5
해시드,3
해시드,3
씨엔티테크,2
씨엔티테크,3
김기사랩,2
김기사랩,3
인라이트벤처스,3
인라이트벤처스,2
한국벤처투자,2
한국벤처투자,3
한국벤처투자,1
은행권청년창업재단,3
은행권청년창업재단,2
부산대학교기술지주,2
부산대학교기술지주,3
현대자동차,1
현대자동차,3
에이아이엔젤클럽,3
에이아이엔젤클럽,2
에이아이엔젤클럽,1
전남대학교기술지주회사,2
전남대학교기술지주회사,3
경남창조경제혁신센터,3
경남창조경제혁신센터,2
해시드,2
해시드,2
굿워터캐피털,2
굿워터캐피털,5
프라이머사제파트너스,1
프라이머사제파트너스,2
카카오인베스트먼트,2
카카오인베스트먼트,2
해시드,2
해시드,3
해시드,3
동훈인베스트먼트,3
동훈인베스트먼트,3
동훈인베스트먼트,2
엔텔스,3
엔텔스,1
(구)넥스트지인베스트먼트,3
(구)넥스트지인베스트먼트,3
해시드,2
더벤처스,2
해시드,5
해시드,3
제이비인베스트먼트,5
제이비인베스트먼트,5
케이비인베스트먼트,5
케이비인베스트먼트,5
아주아이비투자,5
아주아이비투자,3
아주아이비투자,5
유니온투자파트너스,3
유니온투자파트너스,5
해시드,3
해시드,3
패스트벤처스,3
패스트벤처스,2
본엔젤스벤처파트너스,2
본엔젤스벤처파트너스,1
본엔젤스벤처파트너스,3
스프링캠프,3
스프링캠프,1
스프링캠프,2
스프링캠프,3
소프트뱅크벤처스,3
소프트뱅크벤처스,3
해시드,1
해시드,1
스톤브릿지벤처스,1
스톤브릿지벤처스,1
해시드,3
해시드,3
해시드,2
해시드,2
해시드,1
해시드,1
스파크랩,1
스파크랩,2
미래에셋벤처투자,1
미래에셋벤처투자,2
소풍벤처스,2
소풍벤처스,2
동문파트너즈,2
동문파트너즈,2
스파크랩,1
스파크랩,1
스파크랩,1
스파크랩,1
스파크랩,3
스트롱벤처스,3
스트롱벤처스,3
스트롱벤처스,2
베이스인베스트먼트,3
베이스인베스트먼트,3
베이스인베스트먼트,1
패스트벤처스,3
패스트벤처스,2
스틱벤처스,3
스틱벤처스,3
스파크랩,1
엔슬파트너스,1
스파크랩,1
스파크랩,2
씨엔티테크,2
씨엔티테크,2
마그나인베스트먼트,2
마그나인베스트먼트,2
미래에셋벤처투자,1
미래에셋벤처투자,2
벤처스퀘어,1
벤처스퀘어,2
스파크랩,1
스파크랩,3
미래에셋벤처투자,1
미래에셋벤처투자,3
미래에셋벤처투자,3
스파크랩벤처스,3
스파크랩벤처스,3
스파크랩,1
스파크랩,1
소풍벤처스,1
소풍벤처스,1
스파크랩,1
스파크랩,2
슈미트,2
슈미트,2
엘앤에스벤처캐피털,2
엘앤에스벤처캐피털,2
디에스씨인베스트먼트,2
디에스씨인베스트먼트,2
스파크랩,1
한국벤처투자,1
스파크랩,1
스파크랩,3
코오롱인베스트먼트,3
코오롱인베스트먼트,3
나우아이비캐피탈,3
나우아이비캐피탈,3
송현인베스트먼트,3
송현인베스트먼트,3
스파크랩,1
스파크랩,1
스파크랩,1
스파크랩,1
스파크랩,1
스파크랩,2
스프링캠프,2
스프링캠프,2
미래에셋벤처투자,1
미래에셋벤처투자,2
크릿벤처스,2
크릿벤처스,2
스파크랩,1
스파크랩,3
서울대학교기술지주,1
서울대학교기술지주,3
디에이밸류인베스트먼트,3
디에이밸류인베스트먼트,3
에이치지이니셔티브,3
에이치지이니셔티브,3
케이브릿지인베스트먼트,3
케이브릿지인베스트먼트,3
스파크랩,1
스파크랩,3
디지털헬스케어파트너스,3
디지털헬스케어파트너스,3
서울산업진흥원,2
서울산업진흥원,3
삼성벤처투자,3
삼성벤처투자,3
미래에셋벤처투자,3
미래에셋벤처투자,3
빅베이슨캐피탈,3
빅베이슨캐피탈,3
빅베이슨캐피탈,2
크립톤,2
크립톤,3
스파크랩,1
아이비케이기업은행,5
아이비케이기업은행,5
스톤브릿지벤처스,3
스톤브릿지벤처스,5
미래에셋벤처투자,3
미래에셋벤처투자,5
에스엘인베스트먼트,5
한국산업은행,5
우리벤처파트너스,3
우리벤처파트너스,5
컴퍼니케이파트너스,5
코오롱인베스트먼트,5
에이티넘인베스트먼트,5
한국투자증권,5
한국투자증권,5
스파크랩,1
스파크랩,3
한국산업은행,3
한국산업은행,3
스파크랩,1
스파크랩,3
마그나인베스트먼트,3
마그나인베스트먼트,3
엔비에이치캐피탈,3
엔비에이치캐피탈,3
에스제이투자파트너스,3
에스제이투자파트너스,3
스파크랩,1
스파크랩,2
스파크랩,2
씨엔티테크,1
씨엔티테크,2
마그나인베스트먼트,2
마그나인베스트먼트,2
울산창조경제혁신센터,2
울산창조경제혁신센터,2
대덕벤처파트너스,2
대덕벤처파트너스,2
한국과학기술지주,1
한국과학기술지주,2
스파크랩,1
스파크랩,1
더인벤션랩,1
더인벤션랩,1
더인벤션랩,1
스파크랩,1
스파크랩,2
프라이머사제파트너스,2
프라이머사제파트너스,2
더인벤션랩,2
더인벤션랩,2
브이엔티지,1
브이엔티지,2
아이피에스벤처스,2
아이피에스벤처스,2
스파크랩,6
스파크랩,1
신한캐피탈,3
신한캐피탈,6
삼성벤처투자,6
삼성벤처투자,6
에스엘인베스트먼트,3
에스엘인베스트먼트,6
우미건설,5
우미건설,6
마젤란기술투자,3
마젤란기술투자,6
캡스톤파트너스,3
캡스톤파트너스,1
캡스톤파트너스,6
스파크랩,1
굿워터캐피털,6
굿워터캐피털,3
굿워터캐피털,5
굿워터캐피털,6
알토스벤처스,3
알토스벤처스,5
알토스벤처스,6
와이컴비네이터,1
와이컴비네이터,5
와이컴비네이터,3
텍톤벤처스,5
텍톤벤처스,3
포메이션8,3
포메이션8,5
포메이션8,6
스파크랩,6
스파크랩,1
아이엠엠인베스트먼트,6
아이엠엠인베스트먼트,6
한국투자파트너스,6
한국투자파트너스,3
본엔젤스벤처파트너스,6
본엔젤스벤처파트너스,1
본엔젤스벤처파트너스,6
케이비인베스트먼트,6
케이비인베스트먼트,6
케이비인베스트먼트,6
케이비인베스트먼트,5
아주아이비투자,3
아주아이비투자,6
라구나인베스트먼트,6
라구나인베스트먼트,5
라구나인베스트먼트,6
라구나인베스트먼트,6
에이티넘인베스트먼트,6
에이티넘인베스트먼트,6
에이티넘인베스트먼트,6
코로프라넥스트,6
코로프라넥스트,5
글로벌브레인,6
글로벌브레인,5
스파크랩,3
스파크랩,1
기술보증기금,3
기술보증기금,3
스파크랩,1
씨제이인베스트먼트,3
씨제이인베스트먼트,5
기술보증기금,3
미래에셋벤처투자,1
파트너스인베스트먼트,3
파트너스인베스트먼트,5
케이비증권,5
아이비케이캐피탈,3
녹십자,5
스파크랩,6
스파크랩,6
신한캐피탈,6
신한캐피탈,6
티인베스트먼트,6
티인베스트먼트,6
소프트뱅크벤처스,6
소프트뱅크벤처스,1
소프트뱅크벤처스,6
한국산업은행,5
한국산업은행,6
대교인베스트먼트,6
대교인베스트먼트,5
에이티넘인베스트먼트,6
에이티넘인베스트먼트,6
에스비아이인베스트먼트,5
